"","Store","DayOfWeek","Date","Sales","Customers","Open","Promo","StateHoliday","SchoolHoliday"
"3021",4,2,2014-02-11,7483,1131,1,0,"0",0
"3022",4,3,2014-02-12,8244,1214,1,0,"0",0
"3023",4,4,2014-02-13,7765,1186,1,0,"0",0
"3024",4,5,2014-02-14,8877,1275,1,0,"0",0
"3025",4,6,2014-02-15,9171,1383,1,0,"0",0
"3026",4,7,2014-02-16,0,0,0,0,"0",0
"3027",4,1,2014-02-17,11297,1531,1,1,"0",0
"3028",4,2,2014-02-18,9676,1272,1,1,"0",0
"3029",4,3,2014-02-19,9010,1278,1,1,"0",0
"3030",4,4,2014-02-20,9452,1305,1,1,"0",0
"3031",4,5,2014-02-21,9193,1308,1,1,"0",0
"3032",4,6,2014-02-22,10047,1451,1,0,"0",0
"3033",4,7,2014-02-23,0,0,0,0,"0",0
"3034",4,1,2014-02-24,7782,1220,1,0,"0",0
"3035",4,2,2014-02-25,6812,1096,1,0,"0",0
"3036",4,3,2014-02-26,6987,1100,1,0,"0",0
"3037",4,4,2014-02-27,7723,1140,1,0,"0",0
"3038",4,5,2014-02-28,10849,1381,1,0,"0",0
"3039",4,6,2014-03-01,11248,1584,1,0,"0",0
"3040",4,7,2014-03-02,0,0,0,0,"0",0
"3041",4,1,2014-03-03,13685,1736,1,1,"0",0
"3042",4,2,2014-03-04,11220,1440,1,1,"0",0
"3043",4,3,2014-03-05,9039,1277,1,1,"0",0
"3044",4,4,2014-03-06,9072,1285,1,1,"0",0
"3045",4,5,2014-03-07,9986,1359,1,1,"0",0
"3046",4,6,2014-03-08,9296,1372,1,0,"0",0
"3047",4,7,2014-03-09,0,0,0,0,"0",0
"3048",4,1,2014-03-10,7809,1157,1,0,"0",0
"3049",4,2,2014-03-11,7021,1092,1,0,"0",0
"3050",4,3,2014-03-12,7318,1107,1,0,"0",0
"3051",4,4,2014-03-13,6987,1011,1,0,"0",0
"3052",4,5,2014-03-14,7336,1109,1,0,"0",0
"3053",4,6,2014-03-15,10009,1397,1,0,"0",0
"3054",4,7,2014-03-16,0,0,0,0,"0",0
"3055",4,1,2014-03-17,11669,1563,1,1,"0",0
"3056",4,2,2014-03-18,9920,1344,1,1,"0",0
"3057",4,3,2014-03-19,8672,1265,1,1,"0",0
"3058",4,4,2014-03-20,8074,1200,1,1,"0",0
"3059",4,5,2014-03-21,9292,1284,1,1,"0",0
"3060",4,6,2014-03-22,9676,1393,1,0,"0",0
"3061",4,7,2014-03-23,0,0,0,0,"0",0
"3062",4,1,2014-03-24,7992,1209,1,0,"0",0
"3063",4,2,2014-03-25,7277,1123,1,0,"0",0
"3064",4,3,2014-03-26,7095,1054,1,0,"0",0
"3065",4,4,2014-03-27,7006,1079,1,0,"0",0
"3066",4,5,2014-03-28,7696,1096,1,0,"0",0
"3067",4,6,2014-03-29,8880,1321,1,0,"0",0
"3068",4,7,2014-03-30,0,0,0,0,"0",0
"3069",4,1,2014-03-31,14638,1752,1,1,"0",0
"3070",4,2,2014-04-01,11772,1436,1,1,"0",0
"3071",4,3,2014-04-02,9585,1291,1,1,"0",0
"3072",4,4,2014-04-03,9189,1277,1,1,"0",0
"3073",4,5,2014-04-04,9411,1286,1,1,"0",0
"3074",4,6,2014-04-05,9423,1381,1,0,"0",0
"3075",4,7,2014-04-06,0,0,0,0,"0",0
"3076",4,1,2014-04-07,7733,1214,1,0,"0",0
"3077",4,2,2014-04-08,7074,1102,1,0,"0",0
"3078",4,3,2014-04-09,7890,1145,1,0,"0",0
"3079",4,4,2014-04-10,7714,1139,1,0,"0",0
"3080",4,5,2014-04-11,7682,1166,1,0,"0",0
"3081",4,6,2014-04-12,9200,1367,1,0,"0",0
"3082",4,7,2014-04-13,0,0,0,0,"0",0
"3083",4,1,2014-04-14,12391,1592,1,1,"0",1
"3084",4,2,2014-04-15,11191,1485,1,1,"0",1
"3085",4,3,2014-04-16,11237,1489,1,1,"0",1
"3086",4,4,2014-04-17,13084,1755,1,1,"0",1
"3087",4,5,2014-04-18,0,0,0,1,"b",1
"3088",4,6,2014-04-19,10613,1558,1,0,"0",0
"3089",4,7,2014-04-20,0,0,0,0,"0",0
"3090",4,1,2014-04-21,0,0,0,0,"b",1
"3091",4,2,2014-04-22,9723,1353,1,0,"0",1
"3092",4,3,2014-04-23,7352,1109,1,0,"0",1
"3093",4,4,2014-04-24,7294,1112,1,0,"0",1
"3094",4,5,2014-04-25,7041,1002,1,0,"0",1
"3095",4,6,2014-04-26,8650,1265,1,0,"0",0
"3096",4,7,2014-04-27,0,0,0,0,"0",0
"3097",4,1,2014-04-28,11863,1539,1,1,"0",0
"3098",4,2,2014-04-29,9680,1257,1,1,"0",0
"3099",4,3,2014-04-30,14743,1820,1,1,"0",0
"3100",4,4,2014-05-01,0,0,0,1,"a",0
"3101",4,5,2014-05-02,15274,1833,1,1,"0",1
"3102",4,6,2014-05-03,10330,1475,1,0,"0",0
"3103",4,7,2014-05-04,0,0,0,0,"0",0
"3104",4,1,2014-05-05,11986,1545,1,1,"0",0
"3105",4,2,2014-05-06,9723,1285,1,1,"0",0
"3106",4,3,2014-05-07,9245,1221,1,1,"0",0
"3107",4,4,2014-05-08,9227,1246,1,1,"0",0
"3108",4,5,2014-05-09,10880,1422,1,1,"0",0
"3109",4,6,2014-05-10,10559,1542,1,0,"0",0
"3110",4,7,2014-05-11,0,0,0,0,"0",0
"3111",4,1,2014-05-12,8484,1279,1,0,"0",0
"3112",4,2,2014-05-13,7508,1159,1,0,"0",0
"3113",4,3,2014-05-14,7268,1081,1,0,"0",0
"3114",4,4,2014-05-15,7145,1045,1,0,"0",0
"3115",4,5,2014-05-16,7948,1140,1,0,"0",0
"3116",4,6,2014-05-17,9040,1327,1,0,"0",0
"3117",4,7,2014-05-18,0,0,0,0,"0",0
"3118",4,1,2014-05-19,11433,1510,1,1,"0",0
"3119",4,2,2014-05-20,8127,1165,1,1,"0",0
"3120",4,3,2014-05-21,8408,1163,1,1,"0",0
"3121",4,4,2014-05-22,8924,1167,1,1,"0",0
"3122",4,5,2014-05-23,8611,1177,1,1,"0",0
"3123",4,6,2014-05-24,9218,1284,1,0,"0",0
"3124",4,7,2014-05-25,0,0,0,0,"0",0
"3125",4,1,2014-05-26,7949,1155,1,0,"0",0
"3126",4,2,2014-05-27,7193,1074,1,0,"0",0
"3127",4,3,2014-05-28,11073,1509,1,0,"0",0
"3128",4,4,2014-05-29,0,0,0,0,"a",0
"3129",4,5,2014-05-30,13149,1701,1,0,"0",1
"3130",4,6,2014-05-31,11018,1542,1,0,"0",0
"3131",4,7,2014-06-01,0,0,0,0,"0",0
"3132",4,1,2014-06-02,13087,1622,1,1,"0",0
"3133",4,2,2014-06-03,11083,1418,1,1,"0",0
"3134",4,3,2014-06-04,10584,1345,1,1,"0",0
"3135",4,4,2014-06-05,10774,1331,1,1,"0",0
"3136",4,5,2014-06-06,10705,1365,1,1,"0",0
"3137",4,6,2014-06-07,10164,1472,1,0,"0",0
"3138",4,7,2014-06-08,0,0,0,0,"0",0
"3139",4,1,2014-06-09,0,0,0,0,"a",0
"3140",4,2,2014-06-10,10239,1386,1,0,"0",0
"3141",4,3,2014-06-11,8163,1139,1,0,"0",0
"3142",4,4,2014-06-12,8637,1184,1,0,"0",0
"3143",4,5,2014-06-13,8077,1144,1,0,"0",0
"3144",4,6,2014-06-14,11209,1539,1,0,"0",0
"3145",4,7,2014-06-15,0,0,0,0,"0",0
"3146",4,1,2014-06-16,11121,1425,1,1,"0",0
"3147",4,2,2014-06-17,10097,1293,1,1,"0",0
"3148",4,3,2014-06-18,8791,1180,1,1,"0",0
"3149",4,4,2014-06-19,9446,1313,1,1,"0",0
"3150",4,5,2014-06-20,9503,1332,1,1,"0",0
"3151",4,6,2014-06-21,8683,1265,1,0,"0",0
"3152",4,7,2014-06-22,0,0,0,0,"0",0
"3153",4,1,2014-06-23,8998,1291,1,0,"0",0
"3154",4,2,2014-06-24,7723,1102,1,0,"0",0
"3155",4,3,2014-06-25,8450,1174,1,0,"0",0
"3156",4,4,2014-06-26,7080,1032,1,0,"0",0
"3157",4,5,2014-06-27,7556,1129,1,0,"0",0
"3158",4,6,2014-06-28,9601,1310,1,0,"0",0
"3159",4,7,2014-06-29,0,0,0,0,"0",0
"3160",4,1,2014-06-30,15672,1783,1,1,"0",0
"3161",4,2,2014-07-01,11584,1435,1,1,"0",0
"3162",4,3,2014-07-02,10575,1420,1,1,"0",0
"3163",4,4,2014-07-03,10659,1430,1,1,"0",0
"3164",4,5,2014-07-04,8551,1255,1,1,"0",0
"3165",4,6,2014-07-05,10034,1350,1,0,"0",0
"3166",4,7,2014-07-06,0,0,0,0,"0",0
"3167",4,1,2014-07-07,9810,1392,1,0,"0",0
"3168",4,2,2014-07-08,8844,1180,1,0,"0",0
"3169",4,3,2014-07-09,9042,1183,1,0,"0",1
"3170",4,4,2014-07-10,10000,1293,1,0,"0",1
"3171",4,5,2014-07-11,9195,1224,1,0,"0",1
"3172",4,6,2014-07-12,10335,1370,1,0,"0",0
"3173",4,7,2014-07-13,0,0,0,0,"0",0
"3174",4,1,2014-07-14,12949,1562,1,1,"0",1
"3175",4,2,2014-07-15,10719,1333,1,1,"0",1
"3176",4,3,2014-07-16,10720,1322,1,1,"0",1
"3177",4,4,2014-07-17,10045,1295,1,1,"0",1
"3178",4,5,2014-07-18,9353,1268,1,1,"0",1
"3179",4,6,2014-07-19,8840,1171,1,0,"0",0
"3180",4,7,2014-07-20,0,0,0,0,"0",0
"3181",4,1,2014-07-21,8649,1242,1,0,"0",1
"3182",4,2,2014-07-22,7589,1076,1,0,"0",1
"3183",4,3,2014-07-23,6514,950,1,0,"0",1
"3184",4,4,2014-07-24,7355,1034,1,0,"0",1
"3185",4,5,2014-07-25,7655,1046,1,0,"0",1
"3186",4,6,2014-07-26,8805,1170,1,0,"0",0
"3187",4,7,2014-07-27,0,0,0,0,"0",0
"3188",4,1,2014-07-28,11033,1379,1,1,"0",1
"3189",4,2,2014-07-29,9808,1311,1,1,"0",1
"3190",4,3,2014-07-30,10032,1288,1,1,"0",1
"3191",4,4,2014-07-31,12533,1451,1,1,"0",1
"3192",4,5,2014-08-01,11112,1354,1,1,"0",1
"3193",4,6,2014-08-02,10071,1337,1,0,"0",0
"3194",4,7,2014-08-03,0,0,0,0,"0",0
"3195",4,1,2014-08-04,11754,1518,1,1,"0",1
"3196",4,2,2014-08-05,9990,1336,1,1,"0",1
"3197",4,3,2014-08-06,8860,1199,1,1,"0",1
"3198",4,4,2014-08-07,9872,1269,1,1,"0",1
"3199",4,5,2014-08-08,9698,1219,1,1,"0",1
"3200",4,6,2014-08-09,9266,1227,1,0,"0",0
"3201",4,7,2014-08-10,0,0,0,0,"0",0
"3202",4,1,2014-08-11,9674,1343,1,0,"0",1
"3203",4,2,2014-08-12,7896,1130,1,0,"0",1
"3204",4,3,2014-08-13,7832,1136,1,0,"0",1
"3205",4,4,2014-08-14,8230,1107,1,0,"0",1
"3206",4,5,2014-08-15,9048,1217,1,0,"0",1
"3207",4,6,2014-08-16,9756,1276,1,0,"0",0
"3208",4,7,2014-08-17,0,0,0,0,"0",0
"3209",4,1,2014-08-18,13564,1584,1,1,"0",1
"3210",4,2,2014-08-19,10163,1323,1,1,"0",1
"3211",4,3,2014-08-20,9515,1271,1,1,"0",1
"3212",4,4,2014-08-21,9954,1288,1,1,"0",1
"3213",4,5,2014-08-22,10315,1318,1,1,"0",1
"3214",4,6,2014-08-23,10208,1447,1,0,"0",0
"3215",4,7,2014-08-24,0,0,0,0,"0",0
"3216",4,1,2014-08-25,10919,1513,1,0,"0",0
"3217",4,2,2014-08-26,8985,1304,1,0,"0",0
"3218",4,3,2014-08-27,8718,1203,1,0,"0",0
"3219",4,4,2014-08-28,9205,1366,1,0,"0",0
"3220",4,5,2014-08-29,11938,1577,1,0,"0",0
"3221",4,6,2014-08-30,11930,1542,1,0,"0",0
"3222",4,7,2014-08-31,0,0,0,0,"0",0
"3223",4,1,2014-09-01,15595,1796,1,1,"0",0
"3224",4,2,2014-09-02,11932,1524,1,1,"0",0
"3225",4,3,2014-09-03,10729,1406,1,1,"0",0
"3226",4,4,2014-09-04,10522,1402,1,1,"0",0
"3227",4,5,2014-09-05,10528,1387,1,1,"0",0
"3228",4,6,2014-09-06,9382,1368,1,0,"0",0
"3229",4,7,2014-09-07,0,0,0,0,"0",0
"3230",4,1,2014-09-08,8995,1306,1,0,"0",0
"3231",4,2,2014-09-09,8070,1243,1,0,"0",0
"3232",4,3,2014-09-10,8530,1206,1,0,"0",0
"3233",4,4,2014-09-11,7924,1155,1,0,"0",0
"3234",4,5,2014-09-12,7603,1114,1,0,"0",0
"3235",4,6,2014-09-13,9563,1311,1,0,"0",0
"3236",4,7,2014-09-14,0,0,0,0,"0",0
"3237",4,1,2014-09-15,11450,1471,1,1,"0",0
"3238",4,2,2014-09-16,9140,1223,1,1,"0",0
"3239",4,3,2014-09-17,8594,1173,1,1,"0",0
"3240",4,4,2014-09-18,8958,1196,1,1,"0",0
"3241",4,5,2014-09-19,8995,1228,1,1,"0",0
"3242",4,6,2014-09-20,10044,1388,1,0,"0",0
"3243",4,7,2014-09-21,0,0,0,0,"0",0
"3244",4,1,2014-09-22,8184,1205,1,0,"0",0
"3245",4,2,2014-09-23,7543,1115,1,0,"0",0
"3246",4,3,2014-09-24,6440,1005,1,0,"0",0
"3247",4,4,2014-09-25,6629,1030,1,0,"0",0
"3248",4,5,2014-09-26,6948,1066,1,0,"0",0
"3249",4,6,2014-09-27,9405,1302,1,0,"0",0
"3250",4,7,2014-09-28,0,0,0,0,"0",0
"3251",4,1,2014-09-29,10201,1306,1,1,"0",0
"3252",4,2,2014-09-30,12659,1486,1,1,"0",0
"3253",4,3,2014-10-01,10560,1364,1,1,"0",0
"3254",4,4,2014-10-02,12297,1641,1,1,"0",0
"3255",4,5,2014-10-03,0,0,0,1,"a",0
"3256",4,6,2014-10-04,11694,1582,1,0,"0",0
"3257",4,7,2014-10-05,0,0,0,0,"0",0
"3258",4,1,2014-10-06,10575,1462,1,1,"0",0
"3259",4,2,2014-10-07,9648,1291,1,1,"0",0
"3260",4,3,2014-10-08,9189,1257,1,1,"0",0
"3261",4,4,2014-10-09,8763,1211,1,1,"0",0
"3262",4,5,2014-10-10,9501,1295,1,1,"0",0
"3263",4,6,2014-10-11,10048,1458,1,0,"0",0
"3264",4,7,2014-10-12,0,0,0,0,"0",0
"3265",4,1,2014-10-13,8947,1294,1,0,"0",0
"3266",4,2,2014-10-14,8166,1156,1,0,"0",0
"3267",4,3,2014-10-15,7843,1102,1,0,"0",0
"3268",4,4,2014-10-16,8008,1138,1,0,"0",0
"3269",4,5,2014-10-17,7947,1172,1,0,"0",0
"3270",4,6,2014-10-18,10166,1397,1,0,"0",0
"3271",4,7,2014-10-19,0,0,0,0,"0",0
"3272",4,1,2014-10-20,11357,1503,1,1,"0",1
"3273",4,2,2014-10-21,9786,1357,1,1,"0",1
"3274",4,3,2014-10-22,9547,1316,1,1,"0",1
"3275",4,4,2014-10-23,9364,1278,1,1,"0",1
"3276",4,5,2014-10-24,9016,1248,1,1,"0",1
"3277",4,6,2014-10-25,9414,1329,1,0,"0",0
"3278",4,7,2014-10-26,0,0,0,0,"0",0
"3279",4,1,2014-10-27,9172,1286,1,0,"0",1
"3280",4,2,2014-10-28,7543,1134,1,0,"0",1
"3281",4,3,2014-10-29,7810,1144,1,0,"0",1
"3282",4,4,2014-10-30,9677,1337,1,0,"0",1
"3283",4,5,2014-10-31,9839,1453,1,0,"0",1
"3284",4,6,2014-11-01,10834,1467,1,0,"0",0
"3285",4,7,2014-11-02,0,0,0,0,"0",0
"3286",4,1,2014-11-03,13095,1656,1,1,"0",0
"3287",4,2,2014-11-04,11285,1533,1,1,"0",0
"3288",4,3,2014-11-05,11232,1426,1,1,"0",0
"3289",4,4,2014-11-06,9461,1329,1,1,"0",0
"3290",4,5,2014-11-07,11209,1458,1,1,"0",0
"3291",4,6,2014-11-08,10208,1409,1,0,"0",0
"3292",4,7,2014-11-09,0,0,0,0,"0",0
"3293",4,1,2014-11-10,10593,1442,1,1,"0",0
"3294",4,2,2014-11-11,8794,1296,1,1,"0",0
"3295",4,3,2014-11-12,9340,1306,1,1,"0",0
"3296",4,4,2014-11-13,10102,1355,1,1,"0",0
"3297",4,5,2014-11-14,9790,1337,1,1,"0",0
"3298",4,6,2014-11-15,11185,1512,1,0,"0",0
"3299",4,7,2014-11-16,0,0,0,0,"0",0
"3300",4,1,2014-11-17,9376,1299,1,0,"0",0
"3301",4,2,2014-11-18,8331,1155,1,0,"0",0
"3302",4,3,2014-11-19,7898,1161,1,0,"0",0
"3303",4,4,2014-11-20,7866,1184,1,0,"0",0
"3304",4,5,2014-11-21,8319,1217,1,0,"0",0
"3305",4,6,2014-11-22,10552,1509,1,0,"0",0
"3306",4,7,2014-11-23,0,0,0,0,"0",0
"3307",4,1,2014-11-24,12053,1541,1,1,"0",0
"3308",4,2,2014-11-25,11402,1430,1,1,"0",0
"3309",4,3,2014-11-26,10083,1291,1,1,"0",0
"3310",4,4,2014-11-27,10512,1344,1,1,"0",0
"3311",4,5,2014-11-28,13832,1649,1,1,"0",0
"3312",4,6,2014-11-29,14052,1813,1,0,"0",0
"3313",4,7,2014-11-30,0,0,0,0,"0",0
"3314",4,1,2014-12-01,12359,1608,1,1,"0",0
"3315",4,2,2014-12-02,11114,1456,1,1,"0",0
"3316",4,3,2014-12-03,11716,1429,1,1,"0",0
"3317",4,4,2014-12-04,10657,1350,1,1,"0",0
"3318",4,5,2014-12-05,11831,1574,1,1,"0",0
"3319",4,6,2014-12-06,11624,1556,1,0,"0",0
"3320",4,7,2014-12-07,0,0,0,0,"0",0
"3321",4,1,2014-12-08,9556,1310,1,0,"0",0
"3322",4,2,2014-12-09,8426,1197,1,0,"0",0
"3323",4,3,2014-12-10,8042,1157,1,0,"0",0
"3324",4,4,2014-12-11,8522,1228,1,0,"0",0
"3325",4,5,2014-12-12,8403,1249,1,0,"0",0
"3326",4,6,2014-12-13,11953,1634,1,0,"0",0
"3327",4,7,2014-12-14,0,0,0,0,"0",0
"3328",4,1,2014-12-15,15110,1829,1,1,"0",0
"3329",4,2,2014-12-16,12776,1581,1,1,"0",0
"3330",4,3,2014-12-17,13087,1599,1,1,"0",0
"3331",4,4,2014-12-18,13183,1690,1,1,"0",0
"3332",4,5,2014-12-19,13591,1666,1,1,"0",0
"3333",4,6,2014-12-20,13884,1741,1,0,"0",0
"3334",4,7,2014-12-21,0,0,0,0,"0",0
"3335",4,1,2014-12-22,14572,1878,1,0,"0",1
"3336",4,2,2014-12-23,15839,2071,1,0,"0",1
"3337",4,3,2014-12-24,6551,856,1,0,"0",1
"3338",4,4,2014-12-25,0,0,0,0,"c",1
"3339",4,5,2014-12-26,0,0,0,0,"c",1
"3340",4,6,2014-12-27,12724,1693,1,0,"0",0
"3341",4,7,2014-12-28,0,0,0,0,"0",0
"3342",4,1,2014-12-29,13543,1759,1,0,"0",1
"3343",4,2,2014-12-30,16860,2075,1,0,"0",1
"3344",4,3,2014-12-31,10152,1311,1,0,"0",1
"3345",4,4,2015-01-01,0,0,0,0,"a",1
"3346",4,5,2015-01-02,10737,1489,1,0,"0",1
"3347",4,6,2015-01-03,9751,1454,1,0,"0",0
"3348",4,7,2015-01-04,0,0,0,0,"0",0
"3349",4,1,2015-01-05,11177,1483,1,1,"0",0
"3350",4,2,2015-01-06,10509,1348,1,1,"0",0
"3351",4,3,2015-01-07,9024,1231,1,1,"0",0
"3352",4,4,2015-01-08,8257,1180,1,1,"0",0
"3353",4,5,2015-01-09,8658,1197,1,1,"0",0
"3354",4,6,2015-01-10,10693,1466,1,0,"0",0
"3355",4,7,2015-01-11,0,0,0,0,"0",0
"3356",4,1,2015-01-12,11124,1431,1,1,"0",0
"3357",4,2,2015-01-13,8851,1223,1,1,"0",0
"3358",4,3,2015-01-14,9284,1219,1,1,"0",0
"3359",4,4,2015-01-15,9584,1217,1,1,"0",0
"3360",4,5,2015-01-16,9008,1228,1,1,"0",0
"3361",4,6,2015-01-17,9655,1373,1,0,"0",0
"3362",4,7,2015-01-18,0,0,0,0,"0",0
"3363",4,1,2015-01-19,8825,1233,1,0,"0",0
"3364",4,2,2015-01-20,7308,1120,1,0,"0",0
"3365",4,3,2015-01-21,7456,1124,1,0,"0",0
"3366",4,4,2015-01-22,7239,1073,1,0,"0",0
"3367",4,5,2015-01-23,7638,1129,1,0,"0",0
"3368",4,6,2015-01-24,9401,1386,1,0,"0",0
"3369",4,7,2015-01-25,0,0,0,0,"0",0
"3370",4,1,2015-01-26,10174,1381,1,1,"0",0
"3371",4,2,2015-01-27,9088,1236,1,1,"0",0
"3372",4,3,2015-01-28,8520,1227,1,1,"0",0
"3373",4,4,2015-01-29,9614,1270,1,1,"0",0
"3374",4,5,2015-01-30,13307,1632,1,1,"0",0
"3375",4,6,2015-01-31,11904,1560,1,0,"0",0
"3376",4,7,2015-02-01,0,0,0,0,"0",0
"3377",4,1,2015-02-02,13120,1681,1,1,"0",1
"3378",4,2,2015-02-03,11230,1429,1,1,"0",1
"3379",4,3,2015-02-04,9571,1310,1,1,"0",1
"3380",4,4,2015-02-05,9882,1424,1,1,"0",1
"3381",4,5,2015-02-06,10985,1466,1,1,"0",1
"3382",4,6,2015-02-07,10042,1398,1,0,"0",0
"3383",4,7,2015-02-08,0,0,0,0,"0",0
"3384",4,1,2015-02-09,8940,1255,1,0,"0",0
"3385",4,2,2015-02-10,7914,1180,1,0,"0",0
"3386",4,3,2015-02-11,7317,1087,1,0,"0",0
"3387",4,4,2015-02-12,8239,1206,1,0,"0",0
"3388",4,5,2015-02-13,8628,1261,1,0,"0",0
"3389",4,6,2015-02-14,10274,1477,1,0,"0",0
"3390",4,7,2015-02-15,0,0,0,0,"0",0
"3391",4,1,2015-02-16,11092,1511,1,1,"0",0
"3392",4,2,2015-02-17,9657,1258,1,1,"0",0
"3393",4,3,2015-02-18,8794,1223,1,1,"0",0
"3394",4,4,2015-02-19,9114,1264,1,1,"0",0
"3395",4,5,2015-02-20,10421,1391,1,1,"0",0
"3396",4,6,2015-02-21,9847,1348,1,0,"0",0
"3397",4,7,2015-02-22,0,0,0,0,"0",0
"3398",4,1,2015-02-23,8328,1185,1,0,"0",0
"3399",4,2,2015-02-24,7611,1162,1,0,"0",0
"3400",4,3,2015-02-25,8051,1113,1,0,"0",0
"3401",4,4,2015-02-26,8080,1138,1,0,"0",0
"3402",4,5,2015-02-27,10243,1384,1,0,"0",0
"3403",4,6,2015-02-28,11487,1548,1,0,"0",0
"3404",4,7,2015-03-01,0,0,0,0,"0",0
"3405",4,1,2015-03-02,12899,1588,1,1,"0",0
"3406",4,2,2015-03-03,11093,1407,1,1,"0",0
"3407",4,3,2015-03-04,9881,1329,1,1,"0",0
"3408",4,4,2015-03-05,10428,1370,1,1,"0",0
"3409",4,5,2015-03-06,10130,1346,1,1,"0",0
"3410",4,6,2015-03-07,10213,1412,1,0,"0",0
"3411",4,7,2015-03-08,0,0,0,0,"0",0
"3412",4,1,2015-03-09,8284,1159,1,0,"0",0
"3413",4,2,2015-03-10,7637,1097,1,0,"0",0
"3414",4,3,2015-03-11,7612,1035,1,0,"0",0
"3415",4,4,2015-03-12,7046,1043,1,0,"0",0
"3416",4,5,2015-03-13,8271,1150,1,0,"0",0
"3417",4,6,2015-03-14,10105,1412,1,0,"0",0
"3418",4,7,2015-03-15,0,0,0,0,"0",0
"3419",4,1,2015-03-16,11977,1594,1,1,"0",0
"3420",4,2,2015-03-17,9733,1326,1,1,"0",0
"3421",4,3,2015-03-18,9074,1225,1,1,"0",0
"3422",4,4,2015-03-19,9107,1228,1,1,"0",0
"3423",4,5,2015-03-20,9421,1270,1,1,"0",0
"3424",4,6,2015-03-21,10012,1411,1,0,"0",0
"3425",4,7,2015-03-22,0,0,0,0,"0",0
"3426",4,1,2015-03-23,8823,1263,1,0,"0",0
"3427",4,2,2015-03-24,7470,1087,1,0,"0",0
"3428",4,3,2015-03-25,6681,1024,1,0,"0",0
"3429",4,4,2015-03-26,7369,1091,1,0,"0",0
"3430",4,5,2015-03-27,8210,1156,1,0,"0",0
"3431",4,6,2015-03-28,10540,1462,1,0,"0",0
"3432",4,7,2015-03-29,0,0,0,0,"0",0
"3433",4,1,2015-03-30,13117,1613,1,1,"0",1
"3434",4,2,2015-03-31,14451,1724,1,1,"0",1
"3435",4,3,2015-04-01,13731,1662,1,1,"0",1
"3436",4,4,2015-04-02,17311,1976,1,1,"0",1
"3437",4,5,2015-04-03,0,0,0,1,"b",1
"3438",4,6,2015-04-04,15018,1917,1,0,"0",0
"3439",4,7,2015-04-05,0,0,0,0,"0",0
"3440",4,1,2015-04-06,0,0,0,0,"b",1
"3441",4,2,2015-04-07,11354,1620,1,0,"0",1
"3442",4,3,2015-04-08,9174,1276,1,0,"0",1
"3443",4,4,2015-04-09,8556,1209,1,0,"0",1
"3444",4,5,2015-04-10,7944,1181,1,0,"0",1
"3445",4,6,2015-04-11,9494,1339,1,0,"0",0
"3446",4,7,2015-04-12,0,0,0,0,"0",0
"3447",4,1,2015-04-13,11303,1486,1,1,"0",0
"3448",4,2,2015-04-14,10050,1311,1,1,"0",0
"3449",4,3,2015-04-15,9130,1193,1,1,"0",0
"3450",4,4,2015-04-16,9818,1298,1,1,"0",0
"3451",4,5,2015-04-17,10025,1320,1,1,"0",0
"3452",4,6,2015-04-18,11196,1456,1,0,"0",0
"3453",4,7,2015-04-19,0,0,0,0,"0",0
"3454",4,1,2015-04-20,8537,1261,1,0,"0",0
"3455",4,2,2015-04-21,6791,998,1,0,"0",0
"3456",4,3,2015-04-22,7444,1067,1,0,"0",0
"3457",4,4,2015-04-23,7021,1050,1,0,"0",0
"3458",4,5,2015-04-24,7175,1070,1,0,"0",0
"3459",4,6,2015-04-25,8571,1289,1,0,"0",0
"3460",4,7,2015-04-26,0,0,0,0,"0",0
"3461",4,1,2015-04-27,12168,1442,1,1,"0",0
"3462",4,2,2015-04-28,10751,1358,1,1,"0",0
"3463",4,3,2015-04-29,9420,1264,1,1,"0",0
"3464",4,4,2015-04-30,16106,1854,1,1,"0",0
"3465",4,5,2015-05-01,0,0,0,1,"a",0
"3466",4,6,2015-05-02,12750,1685,1,0,"0",0
"3467",4,7,2015-05-03,0,0,0,0,"0",0
"3468",4,1,2015-05-04,11942,1467,1,1,"0",0
"3469",4,2,2015-05-05,9583,1311,1,1,"0",0
"3470",4,3,2015-05-06,10287,1273,1,1,"0",0
"3471",4,4,2015-05-07,9842,1268,1,1,"0",0
"3472",4,5,2015-05-08,10153,1336,1,1,"0",0
"3473",4,6,2015-05-09,10637,1484,1,0,"0",0
"3474",4,7,2015-05-10,0,0,0,0,"0",0
"3475",4,1,2015-05-11,8023,1176,1,0,"0",0
"3476",4,2,2015-05-12,7543,1091,1,0,"0",0
"3477",4,3,2015-05-13,10041,1408,1,0,"0",0
"3478",4,4,2015-05-14,0,0,0,0,"a",0
"3479",4,5,2015-05-15,10705,1475,1,0,"0",1
"3480",4,6,2015-05-16,10957,1426,1,0,"0",0
"3481",4,7,2015-05-17,0,0,0,0,"0",0
"3482",4,1,2015-05-18,11421,1474,1,1,"0",0
"3483",4,2,2015-05-19,9930,1321,1,1,"0",0
"3484",4,3,2015-05-20,10393,1299,1,1,"0",0
"3485",4,4,2015-05-21,8985,1257,1,1,"0",0
"3486",4,5,2015-05-22,9480,1295,1,1,"0",0
"3487",4,6,2015-05-23,10118,1395,1,0,"0",0
"3488",4,7,2015-05-24,0,0,0,0,"0",0
"3489",4,1,2015-05-25,0,0,0,0,"a",0
"3490",4,2,2015-05-26,10587,1450,1,0,"0",1
